sample	unit	fq1	fq2	parhap
clean_93003_dihaploids	KFRAG_00878_c	KFRAG_00878_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00879	KFRAG_00879.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00879_b	KFRAG_00879_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00879_c	KFRAG_00879_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00880	KFRAG_00880.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00880_b	KFRAG_00880_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00880_c	KFRAG_00880_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00881	KFRAG_00881.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00881_b	KFRAG_00881_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00881_c	KFRAG_00881_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00883	KFRAG_00883.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00883_b	KFRAG_00883_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00883_c	KFRAG_00883_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00884	KFRAG_00884.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00884_b	KFRAG_00884_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_00884_c	KFRAG_00884_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01034	KFRAG_01034.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01034_b	KFRAG_01034_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01034_c	KFRAG_01034_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01035	KFRAG_01035.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01035_b	KFRAG_01035_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01035_c	KFRAG_01035_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01036	KFRAG_01036.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01036_b	KFRAG_01036_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01036_c	KFRAG_01036_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01037	KFRAG_01037.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01037_b	KFRAG_01037_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01037_c	KFRAG_01037_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01038	KFRAG_01038.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01038_b	KFRAG_01038_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01038_c	KFRAG_01038_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01039	KFRAG_01039.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01039_b	KFRAG_01039_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01039_c	KFRAG_01039_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01040	KFRAG_01040.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01040_b	KFRAG_01040_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01040_c	KFRAG_01040_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01041	KFRAG_01041.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01041_b	KFRAG_01041_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01041_c	KFRAG_01041_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01042	KFRAG_01042.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01042_b	KFRAG_01042_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01042_c	KFRAG_01042_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01043	KFRAG_01043.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01043_b	KFRAG_01043_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01043_c	KFRAG_01043_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01044	KFRAG_01044.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01044_b	KFRAG_01044_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01044_c	KFRAG_01044_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01046	KFRAG_01046.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01046_b	KFRAG_01046_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01046_c	KFRAG_01046_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01047	KFRAG_01047.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01047_b	KFRAG_01047_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01047_c	KFRAG_01047_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01048	KFRAG_01048.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01048_b	KFRAG_01048_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01048_c	KFRAG_01048_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01050	KFRAG_01050.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01050_b	KFRAG_01050_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01050_c	KFRAG_01050_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01052	KFRAG_01052.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01052_b	KFRAG_01052_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01052_c	KFRAG_01052_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01053	KFRAG_01053.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01053_b	KFRAG_01053_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01053_c	KFRAG_01053_c.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01054	KFRAG_01054.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01054_b	KFRAG_01054_b.fq.gz	NaN	haploid
clean_93003_dihaploids	KFRAG_01054_c	KFRAG_01054_c.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01219	KFRAG_01219.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01219_b	KFRAG_01219_b.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01219_c	KFRAG_01219_c.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01220	KFRAG_01220.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01220_b	KFRAG_01220_b.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01220_c	KFRAG_01220_c.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01221	KFRAG_01221.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01221_b	KFRAG_01221_b.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01221_c	KFRAG_01221_c.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01222	KFRAG_01222.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01222_b	KFRAG_01222_b.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01222_c	KFRAG_01222_c.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01223	KFRAG_01223.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01223_b	KFRAG_01223_b.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01223_c	KFRAG_01223_c.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_00460	MM274_S166_L008_R1_001.fastq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_00461	MM275_S167_L008_R1_001.fastq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_00463	MM277_S169_L008_R1_001.fastq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_00464	MM278_S170_L008_R1_001.fastq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_00465	MM279_S171_L008_R1_001.fastq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_00856	KFRAG_00856.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_00856_b	KFRAG_00856_b.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_00856_c	KFRAG_00856_c.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01019	KFRAG_01019.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01019_b	KFRAG_01019_b.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01019_c	KFRAG_01019_c.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01020	KFRAG_01020.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01020_b	KFRAG_01020_b.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01020_c	KFRAG_01020_c.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01021	KFRAG_01021.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01021_b	KFRAG_01021_b.fq.gz	NaN	haploid
clean_Atlantic_dihaploids	KFRAG_01021_c	KFRAG_01021_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_01245	KFRAG_01245.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_01245_b	KFRAG_01245_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_01245_c	KFRAG_01245_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00661	KFRAG_00661.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00661_b	KFRAG_00661_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00661_c	KFRAG_00661_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00662	KFRAG_00662.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00662_b	KFRAG_00662_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00662_c	KFRAG_00662_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00663	KFRAG_00663.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00663_b	KFRAG_00663_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00663_c	KFRAG_00663_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00664	KFRAG_00664.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00664_b	KFRAG_00664_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00664_c	KFRAG_00664_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00665	KFRAG_00665.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00665_b	KFRAG_00665_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00665_c	KFRAG_00665_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00666	KFRAG_00666.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00666_b	KFRAG_00666_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00666_c	KFRAG_00666_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00667	KFRAG_00667.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00667_b	KFRAG_00667_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00667_c	KFRAG_00667_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00668	KFRAG_00668.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00668_b	KFRAG_00668_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00668_c	KFRAG_00668_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00669	KFRAG_00669.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00669_b	KFRAG_00669_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00669_c	KFRAG_00669_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00670	KFRAG_00670.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00670_b	KFRAG_00670_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00670_c	KFRAG_00670_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00671	KFRAG_00671.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00671_b	KFRAG_00671_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00671_c	KFRAG_00671_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00672	KFRAG_00672.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00672_b	KFRAG_00672_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00672_c	KFRAG_00672_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00673	KFRAG_00673.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00673_b	KFRAG_00673_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00673_c	KFRAG_00673_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00674	KFRAG_00674.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00674_b	KFRAG_00674_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00674_c	KFRAG_00674_c.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00758	KFRAG_00758.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00758_b	KFRAG_00758_b.fq.gz	NaN	haploid
clean_C01020_dihaploids	KFRAG_00758_c	KFRAG_00758_c.fq.gz	NaN	haploid
clean_C90170_dihaploids	KFRAG_01255	KFRAG_01255.fq.gz	NaN	haploid
clean_C90170_dihaploids	KFRAG_01255_b	KFRAG_01255_b.fq.gz	NaN	haploid
clean_C90170_dihaploids	KFRAG_01255_c	KFRAG_01255_c.fq.gz	NaN	haploid
clean_C91640_dihaploids	KFRAG_01357	KFRAG_01357.fq.gz	NaN	haploid
clean_C91640_dihaploids	KFRAG_01357_b	KFRAG_01357_b.fq.gz	NaN	haploid
clean_C91640_dihaploids	KFRAG_01357_c	KFRAG_01357_c.fq.gz	NaN	haploid
clean_C91640_dihaploids	KFRAG_00676	KFRAG_00676.fq.gz	NaN	haploid
