sample	unit	fq1	fq2	parhap	mother	inducer
MM817	KFRAG_00997_b	KFRAG_00997_b.fq.gz	NaN	haploid	WA_077	IVP35
MM817	KFRAG_00997_c	KFRAG_00997_c.fq.gz	NaN	haploid	WA_077	IVP35
MM818	KFRAG_00998	KFRAG_00998.fq.gz	NaN	haploid	WA_077	IVP35
MM818	KFRAG_00998_b	KFRAG_00998_b.fq.gz	NaN	haploid	WA_077	IVP35
MM818	KFRAG_00998_c	KFRAG_00998_c.fq.gz	NaN	haploid	WA_077	IVP35
MM819	KFRAG_00999	KFRAG_00999.fq.gz	NaN	haploid	WA_077	IVP35
MM819	KFRAG_00999_b	KFRAG_00999_b.fq.gz	NaN	haploid	WA_077	IVP35
MM819	KFRAG_00999_c	KFRAG_00999_c.fq.gz	NaN	haploid	WA_077	IVP35
MM820	KFRAG_01000	KFRAG_01000.fq.gz	NaN	haploid	WA_077	IVP35
MM820	KFRAG_01000_b	KFRAG_01000_b.fq.gz	NaN	haploid	WA_077	IVP35
MM820	KFRAG_01000_c	KFRAG_01000_c.fq.gz	NaN	haploid	WA_077	IVP35
MM821	KFRAG_01001	KFRAG_01001.fq.gz	NaN	haploid	WA_077	IVP35
MM821	KFRAG_01001_b	KFRAG_01001_b.fq.gz	NaN	haploid	WA_077	IVP35
MM821	KFRAG_01001_c	KFRAG_01001_c.fq.gz	NaN	haploid	WA_077	IVP35
MM822	KFRAG_01002	KFRAG_01002.fq.gz	NaN	haploid	WA_077	IVP35
MM822	KFRAG_01002_b	KFRAG_01002_b.fq.gz	NaN	haploid	WA_077	IVP35
MM822	KFRAG_01002_c	KFRAG_01002_c.fq.gz	NaN	haploid	WA_077	IVP35
MM823	KFRAG_01003	KFRAG_01003.fq.gz	NaN	haploid	WA_077	IVP35
MM823	KFRAG_01003_b	KFRAG_01003_b.fq.gz	NaN	haploid	WA_077	IVP35
MM823	KFRAG_01003_c	KFRAG_01003_c.fq.gz	NaN	haploid	WA_077	IVP35
MM824	KFRAG_01004	KFRAG_01004.fq.gz	NaN	haploid	WA_077	IVP35
MM824	KFRAG_01004_b	KFRAG_01004_b.fq.gz	NaN	haploid	WA_077	IVP35
MM824	KFRAG_01004_c	KFRAG_01004_c.fq.gz	NaN	haploid	WA_077	IVP35
MM825	KFRAG_01005	KFRAG_01005.fq.gz	NaN	haploid	WA_077	IVP35
MM825	KFRAG_01005_b	KFRAG_01005_b.fq.gz	NaN	haploid	WA_077	IVP35
MM825	KFRAG_01005_c	KFRAG_01005_c.fq.gz	NaN	haploid	WA_077	IVP35
MM826	KFRAG_01006	KFRAG_01006.fq.gz	NaN	haploid	WA_077	IVP35
MM826	KFRAG_01006_b	KFRAG_01006_b.fq.gz	NaN	haploid	WA_077	IVP35
MM826	KFRAG_01006_c	KFRAG_01006_c.fq.gz	NaN	haploid	WA_077	IVP35
MM827	KFRAG_01007	KFRAG_01007.fq.gz	NaN	haploid	WA_077	IVP35
MM827	KFRAG_01007_b	KFRAG_01007_b.fq.gz	NaN	haploid	WA_077	IVP35
MM827	KFRAG_01007_c	KFRAG_01007_c.fq.gz	NaN	haploid	WA_077	IVP35
MM828	KFRAG_01008	KFRAG_01008.fq.gz	NaN	haploid	WA_077	IVP35
MM828	KFRAG_01008_b	KFRAG_01008_b.fq.gz	NaN	haploid	WA_077	IVP35
MM828	KFRAG_01008_c	KFRAG_01008_c.fq.gz	NaN	haploid	WA_077	IVP35
MM829	KFRAG_01009	KFRAG_01009.fq.gz	NaN	haploid	WA_077	IVP35
MM829	KFRAG_01009_b	KFRAG_01009_b.fq.gz	NaN	haploid	WA_077	IVP35
MM829	KFRAG_01009_c	KFRAG_01009_c.fq.gz	NaN	haploid	WA_077	IVP35
MM830	KFRAG_01010	KFRAG_01010.fq.gz	NaN	haploid	WA_077	IVP35
MM830	KFRAG_01010_b	KFRAG_01010_b.fq.gz	NaN	haploid	WA_077	IVP35
MM830	KFRAG_01010_c	KFRAG_01010_c.fq.gz	NaN	haploid	WA_077	IVP35
MM831	KFRAG_01011	KFRAG_01011.fq.gz	NaN	haploid	WA_077	IVP35
MM831	KFRAG_01011_b	KFRAG_01011_b.fq.gz	NaN	haploid	WA_077	IVP35
MM831	KFRAG_01011_c	KFRAG_01011_c.fq.gz	NaN	haploid	WA_077	IVP35
MM832	KFRAG_01012	KFRAG_01012.fq.gz	NaN	haploid	WA_077	IVP35
MM832	KFRAG_01012_b	KFRAG_01012_b.fq.gz	NaN	haploid	WA_077	IVP35
MM832	KFRAG_01012_c	KFRAG_01012_c.fq.gz	NaN	haploid	WA_077	IVP35
MM833	KFRAG_01013	KFRAG_01013.fq.gz	NaN	haploid	WA_077	IVP35
MM833	KFRAG_01013_b	KFRAG_01013_b.fq.gz	NaN	haploid	WA_077	IVP35
MM833	KFRAG_01013_c	KFRAG_01013_c.fq.gz	NaN	haploid	WA_077	IVP35
MM834	KFRAG_01014	KFRAG_01014.fq.gz	NaN	haploid	WA_077	IVP35
MM834	KFRAG_01014_b	KFRAG_01014_b.fq.gz	NaN	haploid	WA_077	IVP35
MM834	KFRAG_01014_c	KFRAG_01014_c.fq.gz	NaN	haploid	WA_077	IVP35
MM835	KFRAG_01015	KFRAG_01015.fq.gz	NaN	haploid	WA_077	IVP35
MM835	KFRAG_01015_b	KFRAG_01015_b.fq.gz	NaN	haploid	WA_077	IVP35
MM835	KFRAG_01015_c	KFRAG_01015_c.fq.gz	NaN	haploid	WA_077	IVP35
MM836	KFRAG_01016	KFRAG_01016.fq.gz	NaN	haploid	WA_077	IVP35
MM836	KFRAG_01016_b	KFRAG_01016_b.fq.gz	NaN	haploid	WA_077	IVP35
MM836	KFRAG_01016_c	KFRAG_01016_c.fq.gz	NaN	haploid	WA_077	IVP35
MM837	KFRAG_01017	KFRAG_01017.fq.gz	NaN	haploid	WA_077	IVP35
MM837	KFRAG_01017_b	KFRAG_01017_b.fq.gz	NaN	haploid	WA_077	IVP35
MM837	KFRAG_01017_c	KFRAG_01017_c.fq.gz	NaN	haploid	WA_077	IVP35
MM838	KFRAG_01018	KFRAG_01018.fq.gz	NaN	haploid	WA_077	IVP35
MM838	KFRAG_01018_b	KFRAG_01018_b.fq.gz	NaN	haploid	WA_077	IVP35
MM838	KFRAG_01018_c	KFRAG_01018_c.fq.gz	NaN	haploid	WA_077	IVP35
MM839	KFRAG_01019	KFRAG_01019.fq.gz	NaN	haploid	Atlantic	IVP35
MM839	KFRAG_01019_b	KFRAG_01019_b.fq.gz	NaN	haploid	Atlantic	IVP35
MM839	KFRAG_01019_c	KFRAG_01019_c.fq.gz	NaN	haploid	Atlantic	IVP35
MM840	KFRAG_01020	KFRAG_01020.fq.gz	NaN	haploid	Atlantic	IVP35
MM840	KFRAG_01020_b	KFRAG_01020_b.fq.gz	NaN	haploid	Atlantic	IVP35
MM840	KFRAG_01020_c	KFRAG_01020_c.fq.gz	NaN	haploid	Atlantic	IVP35
MM841	KFRAG_01021	KFRAG_01021.fq.gz	NaN	haploid	Atlantic	IVP35
MM841	KFRAG_01021_b	KFRAG_01021_b.fq.gz	NaN	haploid	Atlantic	IVP35
MM841	KFRAG_01021_c	KFRAG_01021_c.fq.gz	NaN	haploid	Atlantic	IVP35
MM842	KFRAG_01022	KFRAG_01022.fq.gz	NaN	haploid	LR00_014	PL4
MM842	KFRAG_01022_b	KFRAG_01022_b.fq.gz	NaN	haploid	LR00_014	PL4
MM842	KFRAG_01022_c	KFRAG_01022_c.fq.gz	NaN	haploid	LR00_014	PL4
MM843	KFRAG_01023	KFRAG_01023.fq.gz	NaN	haploid	LR00_022	PL4
MM843	KFRAG_01023_b	KFRAG_01023_b.fq.gz	NaN	haploid	LR00_022	PL4
MM843	KFRAG_01023_c	KFRAG_01023_c.fq.gz	NaN	haploid	LR00_022	PL4
MM844	KFRAG_01024	KFRAG_01024.fq.gz	NaN	haploid	LR00_022	PL4
MM844	KFRAG_01024_b	KFRAG_01024_b.fq.gz	NaN	haploid	LR00_022	PL4
MM844	KFRAG_01024_c	KFRAG_01024_c.fq.gz	NaN	haploid	LR00_022	PL4
MM845	KFRAG_01025	KFRAG_01025.fq.gz	NaN	haploid	LR00_022	PL4
MM845	KFRAG_01025_b	KFRAG_01025_b.fq.gz	NaN	haploid	LR00_022	PL4
MM845	KFRAG_01025_c	KFRAG_01025_c.fq.gz	NaN	haploid	LR00_022	PL4
MM846	KFRAG_01026	KFRAG_01026.fq.gz	NaN	haploid	C91_640	PL4
MM846	KFRAG_01026_b	KFRAG_01026_b.fq.gz	NaN	haploid	C91_640	PL4
MM846	KFRAG_01026_c	KFRAG_01026_c.fq.gz	NaN	haploid	C91_640	PL4
MM847	KFRAG_01027	KFRAG_01027.fq.gz	NaN	haploid	C91_640	PL4
MM847	KFRAG_01027_b	KFRAG_01027_b.fq.gz	NaN	haploid	C91_640	PL4
MM847	KFRAG_01027_c	KFRAG_01027_c.fq.gz	NaN	haploid	C91_640	PL4
MM848	KFRAG_01028	KFRAG_01028.fq.gz	NaN	haploid	C91_640	PL4
MM848	KFRAG_01028_b	KFRAG_01028_b.fq.gz	NaN	haploid	C91_640	PL4
MM848	KFRAG_01028_c	KFRAG_01028_c.fq.gz	NaN	haploid	C91_640	PL4
MM849	KFRAG_01029	KFRAG_01029.fq.gz	NaN	haploid	C91_640	PL4
MM849	KFRAG_01029_b	KFRAG_01029_b.fq.gz	NaN	haploid	C91_640	PL4
MM849	KFRAG_01029_c	KFRAG_01029_c.fq.gz	NaN	haploid	C91_640	PL4
MM850	KFRAG_01030	KFRAG_01030.fq.gz	NaN	haploid	C91_640	PL4
MM850	KFRAG_01030_b	KFRAG_01030_b.fq.gz	NaN	haploid	C91_640	PL4
MM850	KFRAG_01030_c	KFRAG_01030_c.fq.gz	NaN	haploid	C91_640	PL4
MM851	KFRAG_01031	KFRAG_01031.fq.gz	NaN	haploid	Y84_027	PL4
MM851	KFRAG_01031_b	KFRAG_01031_b.fq.gz	NaN	haploid	Y84_027	PL4
MM851	KFRAG_01031_c	KFRAG_01031_c.fq.gz	NaN	haploid	Y84_027	PL4
MM852	KFRAG_01032	KFRAG_01032.fq.gz	NaN	haploid	Y84_027	PL4
MM852	KFRAG_01032_b	KFRAG_01032_b.fq.gz	NaN	haploid	Y84_027	PL4
MM852	KFRAG_01032_c	KFRAG_01032_c.fq.gz	NaN	haploid	Y84_027	PL4
MM853	KFRAG_01033	KFRAG_01033.fq.gz	NaN	haploid	Y84_027	PL4
MM853	KFRAG_01033_b	KFRAG_01033_b.fq.gz	NaN	haploid	Y84_027	PL4
MM853	KFRAG_01033_c	KFRAG_01033_c.fq.gz	NaN	haploid	Y84_027	PL4
MM854	KFRAG_01034	KFRAG_01034.fq.gz	NaN	haploid	93_003	PL4
MM854	KFRAG_01034_b	KFRAG_01034_b.fq.gz	NaN	haploid	93_003	PL4
MM854	KFRAG_01034_c	KFRAG_01034_c.fq.gz	NaN	haploid	93_003	PL4
MM855	KFRAG_01035	KFRAG_01035.fq.gz	NaN	haploid	93_003	PL4
MM855	KFRAG_01035_b	KFRAG_01035_b.fq.gz	NaN	haploid	93_003	PL4
MM855	KFRAG_01035_c	KFRAG_01035_c.fq.gz	NaN	haploid	93_003	PL4
MM856	KFRAG_01036	KFRAG_01036.fq.gz	NaN	haploid	93_003	PL4
MM856	KFRAG_01036_b	KFRAG_01036_b.fq.gz	NaN	haploid	93_003	PL4
MM856	KFRAG_01036_c	KFRAG_01036_c.fq.gz	NaN	haploid	93_003	PL4
MM857	KFRAG_01037	KFRAG_01037.fq.gz	NaN	haploid	93_003	PL4
MM857	KFRAG_01037_b	KFRAG_01037_b.fq.gz	NaN	haploid	93_003	PL4
MM857	KFRAG_01037_c	KFRAG_01037_c.fq.gz	NaN	haploid	93_003	PL4
MM858	KFRAG_01038	KFRAG_01038.fq.gz	NaN	haploid	93_003	PL4
MM858	KFRAG_01038_b	KFRAG_01038_b.fq.gz	NaN	haploid	93_003	PL4
MM858	KFRAG_01038_c	KFRAG_01038_c.fq.gz	NaN	haploid	93_003	PL4
MM859	KFRAG_01039	KFRAG_01039.fq.gz	NaN	haploid	93_003	PL4
MM859	KFRAG_01039_b	KFRAG_01039_b.fq.gz	NaN	haploid	93_003	PL4
MM859	KFRAG_01039_c	KFRAG_01039_c.fq.gz	NaN	haploid	93_003	PL4
MM860	KFRAG_01040	KFRAG_01040.fq.gz	NaN	haploid	93_003	PL4
MM860	KFRAG_01040_b	KFRAG_01040_b.fq.gz	NaN	haploid	93_003	PL4
MM860	KFRAG_01040_c	KFRAG_01040_c.fq.gz	NaN	haploid	93_003	PL4
MM861	KFRAG_01041	KFRAG_01041.fq.gz	NaN	haploid	93_003	PL4
MM861	KFRAG_01041_b	KFRAG_01041_b.fq.gz	NaN	haploid	93_003	PL4
MM861	KFRAG_01041_c	KFRAG_01041_c.fq.gz	NaN	haploid	93_003	PL4
MM862	KFRAG_01042	KFRAG_01042.fq.gz	NaN	haploid	93_003	PL4
MM862	KFRAG_01042_b	KFRAG_01042_b.fq.gz	NaN	haploid	93_003	PL4
MM862	KFRAG_01042_c	KFRAG_01042_c.fq.gz	NaN	haploid	93_003	PL4
MM863	KFRAG_01043	KFRAG_01043.fq.gz	NaN	haploid	93_003	PL4
MM863	KFRAG_01043_b	KFRAG_01043_b.fq.gz	NaN	haploid	93_003	PL4
MM863	KFRAG_01043_c	KFRAG_01043_c.fq.gz	NaN	haploid	93_003	PL4
MM864	KFRAG_01044	KFRAG_01044.fq.gz	NaN	haploid	93_003	PL4
MM864	KFRAG_01044_b	KFRAG_01044_b.fq.gz	NaN	haploid	93_003	PL4
MM864	KFRAG_01044_c	KFRAG_01044_c.fq.gz	NaN	haploid	93_003	PL4
MM865	KFRAG_01045	KFRAG_01045.fq.gz	NaN	haploid	93_003	PL4
MM865	KFRAG_01045_b	KFRAG_01045_b.fq.gz	NaN	haploid	93_003	PL4
MM865	KFRAG_01045_c	KFRAG_01045_c.fq.gz	NaN	haploid	93_003	PL4
MM866	KFRAG_01046	KFRAG_01046.fq.gz	NaN	haploid	93_003	PL4
MM866	KFRAG_01046_b	KFRAG_01046_b.fq.gz	NaN	haploid	93_003	PL4
MM866	KFRAG_01046_c	KFRAG_01046_c.fq.gz	NaN	haploid	93_003	PL4
MM867	KFRAG_01047	KFRAG_01047.fq.gz	NaN	haploid	93_003	PL4
MM867	KFRAG_01047_b	KFRAG_01047_b.fq.gz	NaN	haploid	93_003	PL4
MM867	KFRAG_01047_c	KFRAG_01047_c.fq.gz	NaN	haploid	93_003	PL4
MM868	KFRAG_01048	KFRAG_01048.fq.gz	NaN	haploid	93_003	PL4
MM868	KFRAG_01048_b	KFRAG_01048_b.fq.gz	NaN	haploid	93_003	PL4
MM868	KFRAG_01048_c	KFRAG_01048_c.fq.gz	NaN	haploid	93_003	PL4
MM869	KFRAG_01049	KFRAG_01049.fq.gz	NaN	haploid	93_003	PL4
MM869	KFRAG_01049_b	KFRAG_01049_b.fq.gz	NaN	haploid	93_003	PL4
MM869	KFRAG_01049_c	KFRAG_01049_c.fq.gz	NaN	haploid	93_003	PL4
MM870	KFRAG_01050	KFRAG_01050.fq.gz	NaN	haploid	93_003	PL4
MM870	KFRAG_01050_b	KFRAG_01050_b.fq.gz	NaN	haploid	93_003	PL4
MM870	KFRAG_01050_c	KFRAG_01050_c.fq.gz	NaN	haploid	93_003	PL4
MM871	KFRAG_01051	KFRAG_01051.fq.gz	NaN	haploid	93_003	PL4
MM871	KFRAG_01051_b	KFRAG_01051_b.fq.gz	NaN	haploid	93_003	PL4
MM871	KFRAG_01051_c	KFRAG_01051_c.fq.gz	NaN	haploid	93_003	PL4
MM872	KFRAG_01052	KFRAG_01052.fq.gz	NaN	haploid	93_003	PL4
MM872	KFRAG_01052_b	KFRAG_01052_b.fq.gz	NaN	haploid	93_003	PL4
MM872	KFRAG_01052_c	KFRAG_01052_c.fq.gz	NaN	haploid	93_003	PL4
MM873	KFRAG_01053	KFRAG_01053.fq.gz	NaN	haploid	93_003	PL4
MM873	KFRAG_01053_b	KFRAG_01053_b.fq.gz	NaN	haploid	93_003	PL4
MM873	KFRAG_01053_c	KFRAG_01053_c.fq.gz	NaN	haploid	93_003	PL4
MM874	KFRAG_01054	KFRAG_01054.fq.gz	NaN	haploid	93_003	PL4
MM874	KFRAG_01054_b	KFRAG_01054_b.fq.gz	NaN	haploid	93_003	PL4
MM874	KFRAG_01054_c	KFRAG_01054_c.fq.gz	NaN	haploid	93_003	PL4
MM875	KFRAG_01055	KFRAG_01055.fq.gz	NaN	haploid	93_003	PL4
MM875	KFRAG_01055_b	KFRAG_01055_b.fq.gz	NaN	haploid	93_003	PL4
MM875	KFRAG_01055_c	KFRAG_01055_c.fq.gz	NaN	haploid	93_003	PL4
MM876	KFRAG_01056	KFRAG_01056.fq.gz	NaN	haploid	C93_154	PL4
MM876	KFRAG_01056_b	KFRAG_01056_b.fq.gz	NaN	haploid	C93_154	PL4
MM876	KFRAG_01056_c	KFRAG_01056_c.fq.gz	NaN	haploid	C93_154	PL4
MM877	KFRAG_01057	KFRAG_01057.fq.gz	NaN	haploid	C93_154	PL4
MM877	KFRAG_01057_b	KFRAG_01057_b.fq.gz	NaN	haploid	C93_154	PL4
MM877	KFRAG_01057_c	KFRAG_01057_c.fq.gz	NaN	haploid	C93_154	PL4
MM878	KFRAG_01058	KFRAG_01058.fq.gz	NaN	haploid	C93_154	PL4
MM878	KFRAG_01058_b	KFRAG_01058_b.fq.gz	NaN	haploid	C93_154	PL4
MM878	KFRAG_01058_c	KFRAG_01058_c.fq.gz	NaN	haploid	C93_154	PL4
MM879	KFRAG_01059	KFRAG_01059.fq.gz	NaN	haploid	C93_154	PL4
MM879	KFRAG_01059_b	KFRAG_01059_b.fq.gz	NaN	haploid	C93_154	PL4
MM879	KFRAG_01059_c	KFRAG_01059_c.fq.gz	NaN	haploid	C93_154	PL4
MM880	KFRAG_01060	KFRAG_01060.fq.gz	NaN	haploid	C93_154	PL4
MM880	KFRAG_01060_b	KFRAG_01060_b.fq.gz	NaN	haploid	C93_154	PL4
MM880	KFRAG_01060_c	KFRAG_01060_c.fq.gz	NaN	haploid	C93_154	PL4
MM881	KFRAG_01061	KFRAG_01061.fq.gz	NaN	haploid	C93_154	PL4
MM881	KFRAG_01061_b	KFRAG_01061_b.fq.gz	NaN	haploid	C93_154	PL4
MM881	KFRAG_01061_c	KFRAG_01061_c.fq.gz	NaN	haploid	C93_154	PL4
MM882	KFRAG_01062	KFRAG_01062.fq.gz	NaN	haploid	C93_154	PL4
MM882	KFRAG_01062_b	KFRAG_01062_b.fq.gz	NaN	haploid	C93_154	PL4
MM882	KFRAG_01062_c	KFRAG_01062_c.fq.gz	NaN	haploid	C93_154	PL4
MM883	KFRAG_01063	KFRAG_01063.fq.gz	NaN	haploid	C93_154	PL4
MM883	KFRAG_01063_b	KFRAG_01063_b.fq.gz	NaN	haploid	C93_154	PL4
MM883	KFRAG_01063_c	KFRAG_01063_c.fq.gz	NaN	haploid	C93_154	PL4
MM884	KFRAG_01064	KFRAG_01064.fq.gz	NaN	haploid	C93_154	PL4
MM884	KFRAG_01064_b	KFRAG_01064_b.fq.gz	NaN	haploid	C93_154	PL4
MM884	KFRAG_01064_c	KFRAG_01064_c.fq.gz	NaN	haploid	C93_154	PL4
MM885	KFRAG_01065	KFRAG_01065.fq.gz	NaN	haploid	C93_154	PL4
MM885	KFRAG_01065_b	KFRAG_01065_b.fq.gz	NaN	haploid	C93_154	PL4
MM885	KFRAG_01065_c	KFRAG_01065_c.fq.gz	NaN	haploid	C93_154	PL4
MM886	KFRAG_01066	KFRAG_01066.fq.gz	NaN	haploid	C93_154	PL4
MM886	KFRAG_01066_b	KFRAG_01066_b.fq.gz	NaN	haploid	C93_154	PL4
MM886	KFRAG_01066_c	KFRAG_01066_c.fq.gz	NaN	haploid	C93_154	PL4
MM887	KFRAG_01067	KFRAG_01067.fq.gz	NaN	haploid	C93_154	PL4
MM887	KFRAG_01067_b	KFRAG_01067_b.fq.gz	NaN	haploid	C93_154	PL4
MM887	KFRAG_01067_c	KFRAG_01067_c.fq.gz	NaN	haploid	C93_154	PL4
MM888	KFRAG_01068	KFRAG_01068.fq.gz	NaN	haploid	C93_154	PL4
MM888	KFRAG_01068_b	KFRAG_01068_b.fq.gz	NaN	haploid	C93_154	PL4
MM888	KFRAG_01068_c	KFRAG_01068_c.fq.gz	NaN	haploid	C93_154	PL4
MM889	KFRAG_01069	KFRAG_01069.fq.gz	NaN	haploid	C93_154	PL4
MM889	KFRAG_01069_b	KFRAG_01069_b.fq.gz	NaN	haploid	C93_154	PL4
MM889	KFRAG_01069_c	KFRAG_01069_c.fq.gz	NaN	haploid	C93_154	PL4
MM890	KFRAG_01070	KFRAG_01070.fq.gz	NaN	haploid	C93_154	PL4
MM890	KFRAG_01070_b	KFRAG_01070_b.fq.gz	NaN	haploid	C93_154	PL4
MM890	KFRAG_01070_c	KFRAG_01070_c.fq.gz	NaN	haploid	C93_154	PL4
MM891	KFRAG_01071	KFRAG_01071.fq.gz	NaN	haploid	C93_154	PL4
MM891	KFRAG_01071_b	KFRAG_01071_b.fq.gz	NaN	haploid	C93_154	PL4
MM891	KFRAG_01071_c	KFRAG_01071_c.fq.gz	NaN	haploid	C93_154	PL4
MM892	KFRAG_01072	KFRAG_01072.fq.gz	NaN	haploid	C93_154	PL4
MM892	KFRAG_01072_b	KFRAG_01072_b.fq.gz	NaN	haploid	C93_154	PL4
MM892	KFRAG_01072_c	KFRAG_01072_c.fq.gz	NaN	haploid	C93_154	PL4
MM893	KFRAG_01073	KFRAG_01073.fq.gz	NaN	haploid	C93_154	PL4
MM893	KFRAG_01073_b	KFRAG_01073_b.fq.gz	NaN	haploid	C93_154	PL4
MM893	KFRAG_01073_c	KFRAG_01073_c.fq.gz	NaN	haploid	C93_154	PL4
MM894	KFRAG_01074	KFRAG_01074.fq.gz	NaN	haploid	C93_154	PL4
MM894	KFRAG_01074_b	KFRAG_01074_b.fq.gz	NaN	haploid	C93_154	PL4
MM894	KFRAG_01074_c	KFRAG_01074_c.fq.gz	NaN	haploid	C93_154	PL4
MM895	KFRAG_01075	KFRAG_01075.fq.gz	NaN	haploid	C93_154	PL4
MM895	KFRAG_01075_b	KFRAG_01075_b.fq.gz	NaN	haploid	C93_154	PL4
MM895	KFRAG_01075_c	KFRAG_01075_c.fq.gz	NaN	haploid	C93_154	PL4
MM896	KFRAG_01076	KFRAG_01076.fq.gz	NaN	haploid	C93_154	PL4
MM896	KFRAG_01076_b	KFRAG_01076_b.fq.gz	NaN	haploid	C93_154	PL4
MM896	KFRAG_01076_c	KFRAG_01076_c.fq.gz	NaN	haploid	C93_154	PL4
MM897	KFRAG_01077	KFRAG_01077.fq.gz	NaN	haploid	C93_154	PL4
MM897	KFRAG_01077_b	KFRAG_01077_b.fq.gz	NaN	haploid	C93_154	PL4
MM897	KFRAG_01077_c	KFRAG_01077_c.fq.gz	NaN	haploid	C93_154	PL4
MM898	KFRAG_01078	KFRAG_01078.fq.gz	NaN	haploid	C93_154	PL4
MM898	KFRAG_01078_b	KFRAG_01078_b.fq.gz	NaN	haploid	C93_154	PL4
MM898	KFRAG_01078_c	KFRAG_01078_c.fq.gz	NaN	haploid	C93_154	PL4
MM899	KFRAG_01079	KFRAG_01079.fq.gz	NaN	haploid	C93_154	PL4
MM899	KFRAG_01079_b	KFRAG_01079_b.fq.gz	NaN	haploid	C93_154	PL4
MM899	KFRAG_01079_c	KFRAG_01079_c.fq.gz	NaN	haploid	C93_154	PL4
MM900	KFRAG_01080	KFRAG_01080.fq.gz	NaN	haploid	C93_154	PL4
MM900	KFRAG_01080_b	KFRAG_01080_b.fq.gz	NaN	haploid	C93_154	PL4
MM900	KFRAG_01080_c	KFRAG_01080_c.fq.gz	NaN	haploid	C93_154	PL4
MM901	KFRAG_01081	KFRAG_01081.fq.gz	NaN	haploid	C93_154	PL4
MM901	KFRAG_01081_b	KFRAG_01081_b.fq.gz	NaN	haploid	C93_154	PL4
MM901	KFRAG_01081_c	KFRAG_01081_c.fq.gz	NaN	haploid	C93_154	PL4
MM902	KFRAG_01082	KFRAG_01082.fq.gz	NaN	haploid	C93_154	PL4
MM902	KFRAG_01082_b	KFRAG_01082_b.fq.gz	NaN	haploid	C93_154	PL4
MM902	KFRAG_01082_c	KFRAG_01082_c.fq.gz	NaN	haploid	C93_154	PL4
MM903	KFRAG_01083	KFRAG_01083.fq.gz	NaN	haploid	C93_154	PL4
MM903	KFRAG_01083_b	KFRAG_01083_b.fq.gz	NaN	haploid	C93_154	PL4
MM903	KFRAG_01083_c	KFRAG_01083_c.fq.gz	NaN	haploid	C93_154	PL4
MM904	KFRAG_01084	KFRAG_01084.fq.gz	NaN	haploid	C93_154	PL4
MM904	KFRAG_01084_b	KFRAG_01084_b.fq.gz	NaN	haploid	C93_154	PL4
MM904	KFRAG_01084_c	KFRAG_01084_c.fq.gz	NaN	haploid	C93_154	PL4
MM905	KFRAG_01085	KFRAG_01085.fq.gz	NaN	haploid	C93_154	PL4
MM905	KFRAG_01085_b	KFRAG_01085_b.fq.gz	NaN	haploid	C93_154	PL4
MM905	KFRAG_01085_c	KFRAG_01085_c.fq.gz	NaN	haploid	C93_154	PL4
MM906	KFRAG_01086	KFRAG_01086.fq.gz	NaN	haploid	C93_154	PL4
MM906	KFRAG_01086_b	KFRAG_01086_b.fq.gz	NaN	haploid	C93_154	PL4
MM906	KFRAG_01086_c	KFRAG_01086_c.fq.gz	NaN	haploid	C93_154	PL4
MM907	KFRAG_01087	KFRAG_01087.fq.gz	NaN	haploid	C93_154	PL4
MM907	KFRAG_01087_b	KFRAG_01087_b.fq.gz	NaN	haploid	C93_154	PL4
MM907	KFRAG_01087_c	KFRAG_01087_c.fq.gz	NaN	haploid	C93_154	PL4
MM908	KFRAG_01088	KFRAG_01088.fq.gz	NaN	haploid	C93_154	PL4
MM908	KFRAG_01088_b	KFRAG_01088_b.fq.gz	NaN	haploid	C93_154	PL4
MM908	KFRAG_01088_c	KFRAG_01088_c.fq.gz	NaN	haploid	C93_154	PL4
MM909	KFRAG_01089	KFRAG_01089.fq.gz	NaN	haploid	WA_104	PL4
MM909	KFRAG_01089_b	KFRAG_01089_b.fq.gz	NaN	haploid	WA_104	PL4
MM909	KFRAG_01089_c	KFRAG_01089_c.fq.gz	NaN	haploid	WA_104	PL4
MM910	KFRAG_01090	KFRAG_01090.fq.gz	NaN	haploid	WA_104	PL4
MM910	KFRAG_01090_b	KFRAG_01090_b.fq.gz	NaN	haploid	WA_104	PL4
MM910	KFRAG_01090_c	KFRAG_01090_c.fq.gz	NaN	haploid	WA_104	PL4
MM911	KFRAG_01091	KFRAG_01091.fq.gz	NaN	haploid	WA_077	PL4
MM911	KFRAG_01091_b	KFRAG_01091_b.fq.gz	NaN	haploid	WA_077	PL4
MM911	KFRAG_01091_c	KFRAG_01091_c.fq.gz	NaN	haploid	WA_077	PL4
MM912	KFRAG_01092	KFRAG_01092.fq.gz	NaN	haploid	WA_077	PL4
MM912	KFRAG_01092_b	KFRAG_01092_b.fq.gz	NaN	haploid	WA_077	PL4
MM912	KFRAG_01092_c	KFRAG_01092_c.fq.gz	NaN	haploid	WA_077	PL4
MM913	KFRAG_01093	KFRAG_01093.fq.gz	NaN	haploid	WA_077	PL4
MM913	KFRAG_01093_b	KFRAG_01093_b.fq.gz	NaN	haploid	WA_077	PL4
MM913	KFRAG_01093_c	KFRAG_01093_c.fq.gz	NaN	haploid	WA_077	PL4
MM914	KFRAG_01094	KFRAG_01094.fq.gz	NaN	haploid	WA_077	PL4
MM914	KFRAG_01094_b	KFRAG_01094_b.fq.gz	NaN	haploid	WA_077	PL4
